beer_name,page_&_comment_number,rating,comment
Toppling Goliath Mornin' Delight,"(1, 33)",4.6,"Draft at Omaha Tap House. Poured black minimal tan head. Aroma of maple syrup, roasted coffee, vanilla, char. Taste was sweet, syrup, maple syrup, vanilla, espresso, coffee bean, alcohol hidden well, creamy. Nice."
Toppling Goliath Mornin' Delight,"(1, 34)",4.7,"0,65 litre Bottle, shared with Bergstaden and friends. Almost Black with little head. Roasted malts, maple, coffee, sweetness, Smooth!"
Toppling Goliath Mornin' Delight,"(1, 35)",4.2,"2021 bottle massive thanks to BillyT. It pours oily jet black with a dark tan head. The aroma is bitter - sweet, tangy, filthy, massive maple syrup, biggest coffee action, dark chocolate, dark chocolate covered coffee bean, spicy, umami, meatiness, touch of hendos, vanilla coffee, donuts and pancakes. The taste is slick, thick, filthy, decadent, chewy, toothy, maple syrup, donut, pancakes, maple glazed waffles, tangy, bright, chewy, massive coffee, dark chocolate covered coffee beans, liquidised chocolate cake, kick of booze, hard roast, spice, charred oak and earth with a slick, oily finish. Fulsome body, fine carbonation and oily, thick mouth feel. Intense and intoxicating."
Toppling Goliath Mornin' Delight,"(1, 36)",4.6,"Chan Man, thank u 3 hole punch!! dark black, a slow sippa. boozy, deep, syrupy, coffee, chocolate, ngbabies, melted dark cooking chocolate, sweet swiss cocoa .. Is a very very full delicious beer! .. Happy to finally get this off my list. .. . 

 i love using a measuring cup for water, like you're still clean buddy! back into the cupboard with you!"
Toppling Goliath Mornin' Delight,"(1, 37)",4.3,"Pastrytown. Pours black. Maple, coffee, bourbon, light cinnamon, turmeric, chocolate, heady sweet maple. Good body. Excellent."
Toppling Goliath Mornin' Delight,"(1, 38)",3.9,Bottle - nose is nutty and maple. Rich. Peanut butter?  Chocolate and nuts. Easy to drink.
Toppling Goliath Mornin' Delight,"(1, 39)",4.2,"Draught at BGH (how did that happen): pours oily black with a beige head. Aroma is sublime combo of maple syrup and fragrant espresso with a combination of chocolate and roast to back that up. Taste is rather sweet with the maple taking up most of the space, but the flavors mentioned in aroma are all represented well. This is an expertly crafted beer."
Toppling Goliath Mornin' Delight,"(1, 40)",5,"Perfect beer. Very big stout with notes of coffee, maple and other sweetness. Pitch dark with a thin head. Smooth."
Toppling Goliath Mornin' Delight,"(1, 41)",4.4,"Oily Black pour, small brown head. Fantastic aroma of coffee, maple syrup, chocolate, butterscotch, and oak. Taste is just amazing, similar with vanilla and caramel rounding out the flavor. Syrupy thick. Amazing."
Toppling Goliath Mornin' Delight,"(1, 42)",4.7,"Opaque black with a medium tan head that left nice lacing on the glass. Roasted malts, chocolate, maple syrup, some vanilla, coffee beans, and booze."
Toppling Goliath Mornin' Delight,"(1, 43)",4.5,"Vanilla and chocolate aroma, charming, there is almost no foam, black, wine cups, slightly bitter entrance is given priority to, like be like the melting of the taste of dark chocolate with maple syrup, taste is thick, sour feeling, sense of coffee beans at the end of the drink up relatively smooth, without sudden move, the overall feeling is more complete, the taste is a bit like prepared rhizome of rehmannia, then, is not the same as I thought a bit, But it's still perfect. It's finally out of the weeds, even though it's the '17 version 355."
Toppling Goliath Mornin' Delight,"(1, 44)",4.4,Tons of maple and milk chocolate in the aroma. Jet black with no head. Taste also has heavy maple and chocolate notes with no booze burn. The palate is a little thin but the aftertaste lasts a long time. Excellent. Worthy of its ratings.
Toppling Goliath Mornin' Delight,"(1, 45)",4.4,"Flaska från TG, 2020. Svart med gräddig khakifärgad krona. Rejält med lönnsirap och kaffe i doften. Lönnsirapen i förgrunden, kaffet väl integrerad med smakbilden. Stor, kladdig kropp. Lönnsirap, kaffe, choklad, kokos, bounty, vaniljwafers, kex. Rejäl sötma, balanseras något av kaffet och beska. Mycket gott, stor i smaken. Välgjort. Kanske inte den mest komplexa ölen. Möjligtvis något hög sötma som blir lite mycket efter ett tag. Men ändå fantastiskt gott."
Toppling Goliath Mornin' Delight,"(1, 46)",4.3,"Aromat syropu klonowego, kawy, czekolady, alkoholu. Barwa czarna, nieprzejrzysta. Piana beżowa, drobno pęcherzykowa, umiarkowanej wielkości i podobnie trwała. Smak słodki, odzwierciedla aromat. Ładnie zbalansowany. Goryczka słodowo-alkoholowa, przyjemna. Pełnia wysoka, wysycenie średnio-wysokie i wafle do lodów na finiszu oraz alkohol rozgrzewający przełyk."
Toppling Goliath Mornin' Delight,"(1, 47)",4.6,"Bottle in Sydney - thanks, Owen! Black with a lasting tan head. Aroma is very nice with huge maple, coffee, dark chocolate, roast. Flavor is extremely well balanced, medium maple syrup sweetness with a great roasty bitterness, espresso, dark chocolate. Feel is not too heavy at all, very drinkable with good carbonation. Did not disappoint."
Toppling Goliath Mornin' Delight,"(1, 48)",4.6,"3000th rating! Bottle at home, 2019 ed, beautifully waxed. Very dark brown, quite a thick pour, foamy brown head. Huge coffee beans, mocha, maple, toffee, caramel, vanilla, cinnamon, clove, as it warms it gets some porto vinous character, light bitterness - incredible flavors, pastry stout avant-la-lettre. Beautiful long linger with complex coffee and maple tones. Big body, smooth, sticky mouthfeel, low prickly carbonation."
Toppling Goliath Mornin' Delight,"(1, 49)",4.3,"Deep dark brown with a dense, dark tan head. Aromas of rich syrup, along with dark coffee, toffee, cinnamon, dark cocoa and mild roasted malt. Flavors start sweet and rich. The pure maple syrup pours through the malt and coffee. Smooth and slightly oily."
Toppling Goliath Mornin' Delight,"(1, 50)",4.3,"Vintage 2019

Appearance: Pours opaque dark brown to black with lasting creamy brown head, with some lacing.
外观：深棕黑色，不透明。持久的细腻棕色泡沫，有少许挂杯。
5/5

Aroma: Toasted malt, espresso, dark chocolate, toffee, cinnamon, vanilla, maple syrup and molasses, with slight hints of smoke.
气味：烘烤麦芽、浓缩咖啡、黑巧克力、太妃糖、肉桂、香草、枫糖浆和糖蜜，伴有些微的烟熏味。
9/10

Taste: Pronounced coffee flavor with dark chocolate, maple syrup and toasted malts. Heavy sweetness balanced by same bitterness and sourness. Lingering bitter tart finish with hints of espresso.
味道：显著的咖啡味，伴随着黑巧克力、枫糖与烘烤麦芽。重甜被同等的苦度和酸度所平衡。尾韵悠长，酸而苦，呈现浓缩咖啡味道。
8/10

Mouthfeel: Full bodied, soft carbonated. Oily texture, smooth.
口感：酒体饱满，杀口感柔和。质地油润，顺滑。
5/5

Overall
Espresso-like bitterness and tartness can last for dozens of minutes. Highly balanced and drinkable. Unlike KBBS, it's necessary to serve it slight chilled.
浓缩咖啡一样的酸和苦可以在口腔中滞留数十分钟。非常平衡、耐喝。和KBBS不同的是，这款酒需要稍微冰镇一下饮用。
16/20"
Toppling Goliath Mornin' Delight,"(1, 51)",4.6,"On tap in Madison, WI

Toppling Goliath has a reputation for excellence which made this the main draw for a night out at one of Madison's best bars. Worth every penny of the cost, it delivers an experience unrivalled by all but the best of the best. Despite the lines I may have to make a detour to their booth at the Great Taste this year to get another pour.

AROMA / APPEARANCE
A deep oily black core permeates the glass and stains everything it touches. A minimal head tracks the long icy legs which melt like sheets of snow on a warm spring day. Plums, raspberry, anise, and coffee hang in the air with a glowing warmth that feels mellow and dense. There's no mistaking the ABV but even so it feels very approachable.

FLAVOR / PALATE
Warm espresso, dark chocolate, plums, and blackberries coat the palate with layers of boozy sediment. The dense flavors complement each other so well that it is nearly effortless to follow each sip with another. The mildly bitter finish continues to warm the throat well after the glass is empty. Overall there is only one complaint - that I did not order a full pour when offered the opportunity."
Toppling Goliath Mornin' Delight,"(1, 52)",4.4,"Very dark beer out of the bottle with a short foamy brown head. Big alcohol and maple nose. Huge sweet maple syrup flavor with some chocolate, vanilla and sweetened coffee. Really rich dessert beer. Balanced enough to handle everything in here."
Toppling Goliath Mornin' Delight,"(1, 53)",4.2,"Bottle at the December Ratebeer DC Tasting. Poured a deep, dark brown color with a small tan head. Smells awesome. Aroma of pancakes, coffee. Maple syrup. Sweet, with enough roast from the malts and coffee to keep it balanced, at least balanced enough for a pastry stout."
Toppling Goliath Mornin' Delight,"(1, 54)",4.5,"22oz bottle courtesy of IPhonePhan, pours an oily, cola brown with no head.  That will be my only complaint.  Nose is WILD, I mean stupid, big big maple pancakes, coffee, dried berries, caramel.  Not a boozy note to be found.  Flavor is just good, coffee, maple, vanilla, berries, caramel.  There's a clear pancake thing happening - clearly pancake.  Smooth finish.  A real treat."
Toppling Goliath Mornin' Delight,"(1, 55)",4.6,"Bottle cheers to Wingmane Willis cheers Dave; opaque dark brown pour with a creamy tan head, aroma has chocolate and quality coffee, taste is really airy and floaty no sense of the ABV, rich coffee, cinnamon, maple on the finish."
Toppling Goliath Mornin' Delight,"(1, 56)",4,Lots of maple and lots of coffee to be sure. Pancakes. Roast and dark chocolate. Oily consistency. Black pour with good head and lacing. Bottle thanks to Iphonephan.
Toppling Goliath Mornin' Delight,"(1, 57)",4.2,"Bottle. Pitch black pour, with a small brown head. Sweet and dense, chocolate,  vanilla, cinnamon,  maple syrup, rich fudge, and espresso. Big thick mouthfeel."
Toppling Goliath Mornin' Delight,"(1, 58)",4.7,"On tap at source. Pours jet black with a dirty tan head clinging to the glass. Aroma is chocolate, cinammon, maple syrup, treacle, coffee. Taste is a big coffee hit with chocolate and maple mellowing out the bitter roast coffee leaving a sweet maple syrup finish. A hint of booze but so well balanced. Absolutely stunning."
Toppling Goliath Mornin' Delight,"(1, 59)",5,"My first beer review in over 2 years, felt like this was so good I had to.  Gifted a bottle from a friend in Milwaukee and enjoyed in Savannah, GA.  Pitch black with tan head, aroma is very strong in maple syrup, chocolate, light coconut, tingle of molasses.  Taste is like French toast with espresso nicely balanced and it’s incredible.  Definitely one of the best beers I’ve ever had."
Toppling Goliath Mornin' Delight,"(1, 60)",4.5,"Taster at Hops & Pie. Pours black, with a small, tan head. The aroma is a quality cappuccino, cinnamon toast, butter toffee, and maple syrup. Sweet and decadent, yet somehow balanced with a crisp, mild bitterness. Very heavy body, with a syrupy, creamy, and thick palate. This is a brilliant and delicious stout. Pristine aroma, and perfect flavor. Fantastic!"
Toppling Goliath Mornin' Delight,"(1, 61)",4.5,"Randomly on tap at Champps in Brookfield.  Continually amazed by Tony's ability to get top brews! A random walk-in has this beauty freshly tapped ... Very dark brown pour with a brown head. Aroma has maple, chocolate, and roast. Strong, super smoothly blended, with very solid identifiable contributors. Taste is of sweet maple, dark chocolate, sweet malts, a barrel component, and roast. This leans sweet, with the roast just not being enough to battle all that sweet. Smooth. Very tasty. Just sweet. About full bodied, with a subtle alcohol presence, the blend is very, very good. Finishes to the sweet side, with the bitter parts losing the balance battle. This was excellent, very enjoyable, and properly rated. 17.8"
Toppling Goliath Mornin' Delight,"(1, 62)",4.3,"On tap at Grizzlys Plymouth, pours a dark brown black with  large tan head. Potent aroma of espresso, sweet maple syrup, chocolate and vanilla. Very sweet, thick slick palate, sweet sticky maple syrup, butterscotch, coffee, with a light earthy bitterness on the finish. Very tasty!!"
Toppling Goliath Mornin' Delight,"(1, 63)",4.4,"My 2000th rating! Pours a thick, dark, oily black, with minimal head that dissipates rapidly. Aromas of maple syrup, coffee, wood, chocolate, vanilla, caramel, roasted malt. Flavor is quite sweet, with maple syrup in the forefront, followed by coffee, chocolate, caramel, vanilla, just the slightest touch of booze flavor."
Toppling Goliath Mornin' Delight,"(1, 64)",5,"Opaque black beer with a slight/medium dark brown head. Heavy aroma; taste starts heavy sweet and ends slightly bitter and dry. Wood, vanilla, maple syrup, chocolate, mocha, roasted malts and coffee. 10/5/10/5"
Toppling Goliath Mornin' Delight,"(1, 65)",4.9,"Black appearance with a light brown head. Big aroma of espresso, roasted malt, chocolate/cocoa, mild maple syrup and light vanilla. Similar flavor, rich, dark and complex with pleasant sweetness, a full body and a warming finish. Amazing."
Toppling Goliath Mornin' Delight,"(1, 66)",4.3,"650ml bottle, thanks martjoobolut. Pours dark black brown, olily and without much of the foam, just light brown bubbles. Nose has freshly baked waffles with maple syrup and chocolate spread on the top, served with a nice cup of freshly brewed coffee. Serve me this with a scoop of vanilla ice-cream. Tastes more like a beer, oily, roast bitterness comes out at first, then maple sweetness comes with chocolate. Coffee beans, lightly drier finish, maple also present in the linger. Sweet pastry stout, I do like this, feels somewhat more real than Omnipollo's Gideon's Pancake for example."
Toppling Goliath Mornin' Delight,"(1, 67)",4.4,"Black with a khaki head. Nose is maple syrup, pancakes, chocolate and light alcohol. Chewy palate, heavy maple syrup, light earth, roasted malts and Chocolate."
Toppling Goliath Mornin' Delight,"(1, 68)",3.4,"Bottle (thanks martjoobolut). Pitch black color. Small size, brown head, stays. Maple syrup, sweet, woody, oily, cold pressed coffee in aroma and in taste. Solid brew."
Toppling Goliath Mornin' Delight,"(1, 69)",4,"Bottle, batch 5 (from trade with Brandon, thanks!). Pours black with beige head. Aroma and flavor are sweet, maple, coffee, syrupy, roasty, malty, some booze, some dryness. Overall: great, very maple syrup heavy, but I like maple syrup!"
Toppling Goliath Mornin' Delight,"(1, 70)",2.3,"650ml bottle - thanks tiong! (4:4:5:2:8=2.3)
Black, some red glints. Crazily sweet maple syrup aroma, some beans, some dust. Crazy slick sweet palate. Disgustingly sweet taste, maple syrup, stale beany coffee. So sugary it gives me a headache instantly. No beer detected here, it's just adjuncts."
Toppling Goliath Mornin' Delight,"(1, 71)",3.8,"Bottle at FatPhil's, Tallinn. Thanks to Mart! Color is dark brown with very small brownish head. Aromas and flavors: Maple syrup, coffee, chocolate, some milk chocolate and roasted malts. Surprisingly simple, not some sweet as expected but... just great."
Toppling Goliath Mornin' Delight,"(1, 72)",4.6,Jedno z Ciekawszych piw jakie piłem. Smak Kawy łączony z nutami karmelu to zupełnie coś nowego dla mnie. Przy łyku tego cuda to jakbym właśnie pił poranną kawę przed udanym dniem. Polecam zdecydowanie
Toppling Goliath Mornin' Delight,"(1, 73)",4.3,"Pours oily black and settles with no head. Very shiny surface and thick lacing. Aroma has espresso roast, maple, vanilla, chocolate and licorice. Taste is very pungent with layers and layers of green coffee and chocolate and and underlying maple sweetness. Mouthfeel is oily, carbonation very low. Finish is roasty but with sweetness. Bitter coffee. Long aftertaste."
Toppling Goliath Mornin' Delight,"(1, 74)",4.3,"b5: Barwa czarna, piana brązowa. Aromat intesnywny, słodki, kawa espresso, słodki syrop klonowy, budyń czekoladowy, czekolada z orzechami. 
W smaku większa dominacja kawy, lekko kwaskowej, gorzka czekolada, nuty palone i klonowy finisz z nutką wanilii.

b4: nieco uboższa, mniej czekolady, wanilii, bardziej wytrawny."
Toppling Goliath Mornin' Delight,"(1, 75)",4.2,Piwo łączone ze smakiem zapachem i aromatem kawy z lekkim karmelem. Jak dla mnie dosyć nietypowa ale bardzo dobra mieszanka. Bardzo fajnie się to pije i polecam
Toppling Goliath Mornin' Delight,"(1, 76)",4.7,"From a bomber shared at Thai Me Up in Jackson, WY, courtesy of Clark L., founder and owner of Toppling Goliath.  The beer pours a clear cola brown with a thin tan head.  Aromas are dominated by maple and secondarily coffee and cocoa.  The flavors are sweet maple syrup and chocolate.  Smooth, complex, and absolutely delicious."
Toppling Goliath Mornin' Delight,"(1, 77)",4.8,"Lots of maple, and lots of coffee, but its nicely connected with the rest of flavours. Awesome coffee note, reminding fresh espresso.
2018 has bit more coffee notes than 2017, and its bit more bitter"
Toppling Goliath Mornin' Delight,"(1, 78)",4,"Poured from 2018 bottle at DeMont's birthday tasting. Black with a minimal mocha head. Aroma is maple, chocolate, vanilla, light coffee. Taste is thick, sweet and follows aroma. Glad to have the opportunity to try this."
Toppling Goliath Mornin' Delight,"(1, 79)",4.2,Piwo które w pewnym sensie może zastąpić nam poranek swoim smakiem zbliżonego bardzo mocno do aromatu Kawy. Polecam zdecydowanie wszystkim którzy lubują tego typu napoje
Toppling Goliath Mornin' Delight,"(1, 80)",4.4,"Bottle shared by Pilsnertest, many thanks! Insane coffee aroma somewhere in between newly grounded coffee beans and the most aromatic fresh brewed cup of black gold imaginable. Velvety smooth chocolate accompanying together with balanced maple and vanilla. Some light very light berry notes in taste and a bit of licorice. Rich and full with a coffee presence that really is the benchmark."
Toppling Goliath Mornin' Delight,"(1, 81)",4.2,Bottle shared at Jason's. A big dark pour with a good amount of chocolate and a lot of maple big
Toppling Goliath Mornin' Delight,"(1, 82)",4.3,"W aromacie bardzo przyjemna kawa, syrop klonowy lekkie nuty kakao. W smaku półsłodkie. gorzka czekolada, delikatna kwasowość od kawy, która zanika po ogrzaniu. Alkohol bardzo dobrze ukryty, sporo ciała, bardzo intensywne, brakuje trochę beczki, ale jak na podstawkę jest bardzo dobry."
Toppling Goliath Mornin' Delight,"(1, 83)",4.8,"12/23/18. 2018 bomber from the brewery shared with Mrs. Owl, cbfobes, and Mrs. cbfobes. We did a side by side with 2018 KBBS and I think we actually liked MD a touch more. Black pour with a lovely tan head that sticks. Great aroma, chocolate, coffee, maple, vanilla. Great flavor, smooth maple and vanilla, some chocolate, plentiful coffee, touches of dark fruits. Delicious."
Toppling Goliath Mornin' Delight,"(1, 84)",4.5,"Backlog. Had batch 2, 3 & 4. Pours thick black with a dark tan head. Biiiiiig maple syrup, molasses, vanilla, roasted chocolate malts, appelstroop, fresh coffee, mocha, creamy chocolate. Very sweet but loaded with flavor, thick chewy goodness."
Toppling Goliath Mornin' Delight,"(1, 85)",4.8,"Wspaniały intensywny aromat. Z butelki dominuje mix syropu klonowego i kawy plus nuty palone, czekolada, karmel, orzechy, suszone owoce. Z snifera najwięcej czuć kawę w tle pozostałe nuty. Po 
nalaniu ciemnobrunatnej, praktycznie czarnej cieczy tworzy się niezbyt wysoka ciemnobeżowa pianą, która powoli opada niezdobiąc szkła. Smak intensywny w którym dominuje esencjonalna kawa, w tle praliny, susz, trochę syropu klonowego, oczywiście czuć palone słody. Finisz wytrawny, kawowy, przyjemny. Piwo legenda, stąd oczekiwania duże. Aromat fantastyczny, który bardzo dużo obiecuje, smak bdb ale mam odczucie że nie daje wszystkiego tego co zapowiadał aromat. Pomimo tego wielkie piwo"
Toppling Goliath Mornin' Delight,"(1, 86)",4.6,Bardzo  przyjemny aromat kawy i syropu klonowego który od razu działa na zmysły. nutki orzechów goryczy dodaje całości aromatu i unikalnego smaku. Zdecydowanie polecam bo smakuje wręcz wybornie
Toppling Goliath Mornin' Delight,"(1, 87)",4.2,On tap at Ned Kelley's.  Smelled like maple syrup and coffee.  Super rich and extremely sweet. Has a boozy latte flavor. A ton of depth with layers of flavor. Overall a damn fine Imperial Stout!
Toppling Goliath Mornin' Delight,"(1, 88)",4.3,"355 ml bottle, batch 4. Pours black with the most beautiful foam I've ever seen, brown and big and fine and smooth, also perfectly matched to the MD glass. Aroma is maple, walnut, vanilla, caramel, coffee. Body is heavy and strong, but pure maple syrup, coffee, caramel, booze. Intense and strong. Next to a Rye BA Vietnamese Speedway, it feels plain. Still outstanding, but I'm enjoying the other one more."
Toppling Goliath Mornin' Delight,"(1, 89)",4.6,"b4 Bottle, many thanks to anstei and dzudohonor. Poured into a Mornin Delight glass, amazing appearance! Black color with huge beige head. Aroma is super walnuts, nutmeg, maple. Taste is maple, walnuts, fresh coffee. Extremely soft mouthfeel with fine-bubbled carbonation. Superbly mapley, and really really great."
Toppling Goliath Mornin' Delight,"(1, 90)",4.5,"Draft: pours dark black, huge coffee aroma, taste is coffee, malt, vanilla, maple, full bodied and delicious."
Toppling Goliath Mornin' Delight,"(1, 91)",4.7,"Had it at the event and on draft. Friends have said the draft is far superior to the bottle. Haven't tried the bottle - yet. Draft was incredibly rich, yet smooth and relatively balanced."
Toppling Goliath Mornin' Delight,"(1, 92)",4.6,"b2 bomber. great stout. tons of maple, a good amount of coffee. quite the thick mouthfeel. very much enjoyed. thanks for sharing jeff quinn."
Toppling Goliath Mornin' Delight,"(1, 93)",4.5,"Dark pitch black in color... Aroma is immediately coffee and maple in the face... Flavor is maple for days, super sweet rich maple syrup for days that lingers on palate for what seems like forever... coffee bitterness, rich coffee notes... mouthfeel could be a bit thicker but can’t expect more for non-BA stout... Amazing

---Rated via Beer Buddy for iPhone"
Toppling Goliath Mornin' Delight,"(1, 94)",4.7,"For a non barrel aged stout was just awesome, a strong and perfect mix of coffee and maple that create an awesome smokey note, chocolate, black with no head, full body, oily, a cup of smokey coffee, again sweet maple and an infinite aftertaste,,,,just awesome, i'm happy to discover that is not just hype, the nose is unique!"
Toppling Goliath Mornin' Delight,"(1, 95)",4.7,Połączenie porannej kawy jęczmieniu a także mocno wyczuwalna woń i smak syropu klonowego i cynamony idealnie to wszystko podsyca.
Toppling Goliath Mornin' Delight,"(1, 96)",4.5,Bardzo intensywny i przyjemny aromat kawy i syropu klonowego który od razu działa na zmysły. nutki orzechów goryczy i delikatnej kwasowości dodaje całości aromatu i unikalnego smaku
Toppling Goliath Mornin' Delight,"(1, 97)",4.2,"Pours like motor oil. Very viscous, with dark brown head. Once the bottle opens, Maple fills up the room. Massive cold coffee, vanilla, maple, dark chocolate, vanilla and roasted malt in the nose that is bloody amazing. Low carbonation, thick syrupy mouth, tons of coffee, maple syrup, roasted malt and dark chocolate. Very full bodied. Very rich. A sample is enough. It’s a great beer and alcohol well hidden. It’s fantastic. Worth the price or the high rating, I don’t think so."
Toppling Goliath Mornin' Delight,"(1, 98)",4.7,"Draft at Luna Valley Farm. Aroma was thick roasted malt, booze, and maple syrup. Flavor was such a perfect balance of malt and maple syrup. This was truly incredible and exceeded my expectations.

---Rated via Beer Buddy for iPhone"
Toppling Goliath Mornin' Delight,"(1, 99)",4.1,"Sampled from the tap at GTMW 2018. Pours near black with a very dark brown head that dissipates to the edges. Aroma is full of maple, roasted malts, coffee and dark grains with a bit of vanilla underlying. Flavor has dark grains, chocolate, roasted malts, strong maple, vanilla and coffee supporting."
Toppling Goliath Mornin' Delight,"(1, 100)",4.9,"On tap black with a tan head. Aroma is maple syrup, coffee, chocolate, dark fruit and alcohol. Taste is heavy sweet, heavy bitter and very light sour. Palate is thick, oily with soft carbonation."
Toppling Goliath Mornin' Delight,"(2, 1)",4.7,"Pours an intense black with a moderate tan head. Aromas of coffee, dark chocolate, maple syrup, caramel, roasted malt, roasted nuts. Incredibly well balanced on the nose. Taste is chocolatey and roasted with vanilla and caramel notes and quite pronounced maple syrup notes. While not reaching the same heights that the nose promised it's still very very good. Mouthfeel is perfect: medium bodied and perfect in its slight viscous feel and a subtly dry finish. Stellar."
Toppling Goliath Mornin' Delight,"(2, 2)",4.8,"Pours black with low brown head. Aromas brilliant with subtle notes of vanilla, coffee, cocoa nibs, maple syrup, hazelnut, caramel, fudge. Taste has once again subtle notes of maple syrup, vanilla, cocoa nibs, coffee, chocolate, caramel, rum soaked raisins. Mouthfeel has an outerwordly viscosity, creamyness and balance. Full bodied, average carbonation, low bitterness, mid sweet"
Toppling Goliath Mornin' Delight,"(2, 3)",4.3,"2015 bottle in 2018, thanks Fredrik. Black colour, brownish head. taste of coffee, maple and vanilla"
Toppling Goliath Mornin' Delight,"(2, 4)",4.5,"Black color with mocha head. Aroma has smoked maple, coffee beans, fried bacon, earthy notes, dried tree bark and a bit of cinnamon. Taste is bittersweet, coffee forward, a bit acidic, maple but no sweetness, a hint of umami, roasty bitterness on the finish. Medium plus body, soft carbonation. Really good but still a bit overhyped."
Toppling Goliath Mornin' Delight,"(2, 5)",4.3,"12 oz bottle poured, foiled up and presented blind as a gift from Prufrockstar. Thanks! Don't know what this is, but I know it's delicious! A waxed bottle that basically took a chainsaw to get through. A dense coffee black pour with a thick, espresso brown foam head. First initial response is the maple content. Lots of it. And it's delicious. The ultimate breakfast brew here with a coffee and maple pairing. Really thick body. Thick milk chocolate, caramel, maple, and low bitter coffee follow up. Reminds me a bit of the Evil Twin Michigan Jesus. Boozy indications on the aroma, but the flavor couldn't get much more smooth. Premier dessert stout here. 859417"
Toppling Goliath Mornin' Delight,"(2, 6)",4,"Bottle in Seattle. Thanks Chris for this foil-wrapped, instructed to be drunk blind, treat. Thick, oily dark brown head dissipating to yellow brown ring. Thick and dark body. Nose is distinctly maple, with some tomato sweetness, and chewy and bitter coffee and cocoa. Moderately thick sip, doesn’t feel too hot, with a nice chewy bitterness at the end to cut up he sweetness. Coffee, cocoa, maple. Lots of dark caramel and Hersey’s syrup. Sticky edges. Tastes well aged. Tomato like notes are the only spoiler, but this is rather tasty overall. Lingering bitter finish is fantastic. (Note: I’m leaving my blind rating intact but I’m tempted to add .1 for the remarkable balance of alcohol in this, I had no idea tasting this blind that it was 12%)."
Toppling Goliath Mornin' Delight,"(2, 7)",4.2,"355ml bottle, thanks Tide! Pours pitch black with a smooth brown head. Aroma of dry roasted coffee beans, maple syrup, espresso, mocha, chocolate and vanilla. Taste is very dry, heavy with coffee notes, mocha, espresso, vanilla, some hints of maple syrup and roastiness. Finish is dry, roasty and earthy with loads of coffee, espresso, mocha and vanilla. A total coffee overdose. Quite different than what I expected, the maple syrup notes are really subtle here and it's not very sweet but really dry and heavy with coffee notes. Pretty good. 8-4-9-4-17. Re-rated from batch 5, 650ml bottle. Much more maple syrup notes and sweetness than in the smaller bottle. Quite different than the previous batch."
Toppling Goliath Mornin' Delight,"(2, 8)",4.2,"Bottle with friends. Maple syrup, lots of coffee. Espresso, roast coffee, chocolate. Syrupy finish, bitter and thick."
Toppling Goliath Mornin' Delight,"(2, 9)",4.2,"Bottle from a friend. Black color, beige head. Bitter taste with roasted malts, espresso, maple suryp, nuts, chocolate, a bit of dark fruits and licorice. Bitter finish with roasted malts, espresso, maple syrup, licorice, chocolate, a bit of dark fruits and nuts. Exquisite imperial stout."
Toppling Goliath Mornin' Delight,"(2, 10)",3.7,"12 oz batch 4 bottle opened during Wakefest weekend. Pours nearly pitch black in color and topped by a thin, tan layer of foam that settles in quickly and rejoins the body below and leaves some sudsy lace behind. The aroma shows notes of dark chocolate, huge maple syrup, dark, over roasted coffee, espresso, toasted caramel, and hints of vanilla. The flavor follows suit the dark chocolate and over roasted coffee right up front which turns into a green pepper flavor from over roasting the coffee beans, and then followed by notes of sweet maple, toasted vanilla, and caramel. The maple component isn't as prevalent in the flavor and its hard to get the green pepper flavors from the coffee. Medium bodied and smooth with soft carbonation that leads to a dark chocolate, roasted coffee, and sweet maple finish that lingers on for a bit. I was really excited to try this, but this unfortunately fell way short of the hype and my expectations. Maybe one day I'll get to try an earlier batch that everyone raves about."
Toppling Goliath Mornin' Delight,"(2, 11)",4.4,"W aromacie bardzo przyjemna kawa, syrop klonowy na poziomie autosugestii, lekkie nuty kakao. W smaku półsłodkie. Na finiszu kawa rozpuszczalna, gorzka czekolada, delikatna kwasowość od kawy, która zanika po ogrzaniu. Alkohol bardzo dobrze ukryty, sporo ciała, bardzo intensywne, brakuje trochę beczki, ale jak na podstawkę jest bardzo dobry."
Toppling Goliath Mornin' Delight,"(2, 12)",4.5,"Batch 3:
Barwa nieprzejrzyscie czarna z fajna pianka brunatna. W aromacie nie ma idealnej intensywnosci ale jest bardzo duzo swiezo zmielonej kawy, prawdziwy syrop klonowy, takie przyjemne pralinkowe klimaty. W smaku po ogrzaniu znika kwasowosc i zostaje mega intensywne wloskie espresso, moze nawet cos z zielonej kawy. Finisz jest ultra kawowy, troche klimaty syropu klonowego. Gladkie z genialnym cialem. Bardzo proste a zarazem swietne piwo.
Batch 4:
O wiele bardziej intensywny aromat, ogrom syropu klonowego, kwaskowosci i charakteru wloskiego espresso, troche orzecha wloskiego. W smaku bardzo duzo kwasnosci deserowej czekolady i jakby jakiejs ziolowosci. Aromat bije na glowe 3 warke ale w smaku jest zbyt duza kwaskowosc."
Toppling Goliath Mornin' Delight,"(2, 13)",4.7,"Bottle. Color black with medium head. Aroma roasted, coffee, chocolate, vanilla. Taste roasted, coffee, chocolate, vanilla, maple."
Toppling Goliath Mornin' Delight,"(2, 14)",4.7,"cereal, chocolate, coffee, roasty, leather, brownish black with caramel colored frothy head. Had this after a long day at Side Project the day before NYE. thanks again to Ryan for sharing with me. til next time!"
