Page,Beer,Brewer,Rating,Review,User,Place
29,Varenbroek Toots,Brouwerij Varenbroek,3.6,Bottle pours out hazy golden topped with a white head. Nose is nice light grain some spice and floral notes. Taste is more of the nice light grain malts some spice and a nice floral kick.,BuckeyeBoy,"Reet, Antwerp"
29,Two By Two Nectaron DDH,Two By Two Brewing,4.0,"1/2 pint (4.5%) by handpump at Cloisters, Edinburgh on 24 Sep 2024: herbal, hoppy aroma, straw, thick haze, creamy off-white head, partial film of lacing, creamy texture, good body, soft carbonation, bitter dry hoppy finish.",mr_h,"Wallsend, Tyne & Wear"
29,La Canute Lyonnaise X Rousse,La Canute Lyonnaise,3.4,"Bottle @ Hopstore, Lyon. Almost clear golden amber body under a fine, dense off-white head. Aroma has mild caramel malt, fruity hops and oranges peel. Taste is medium sweet malt, toffee, light fruity hops with hint of citric fruits. Medium body with average aftertaste. Nice, refreshing, quite straight forward amber. Very food friendly.",Beer5000,"Pierre-Bénite, Auvergne-Rhône-Alpes"
29,Birra Mapelli,Aldi (UK),3.0,330ml bottle pours out pale straw topped with a white head. Nose is light grain some corn cereal malts and a little grass. Taste is more of the nice sweet grain malts and some grass.,BuckeyeBoy,"Atherstone, Warwickshire"
29,Anderson Valley Salted Caramel Porter (9.5%),Anderson Valley Brewing Company,4.3,"Anderson Valley Bourbon-Barrel Aged Salted Caramel Porter has a medium, beige head and a caramel-brown, opaque appearance, with minimal glass lacing. The aroma is of bourbon barrel. The flavor is of that, with some dark malts and caramel, as it warms. A.V. Bourbon-Barrel Aged Salted Caramel Porter has a light body and a dry finish. RJT",ronaldtheriot,"Boonville, California"
29,Hoppy Road Calamity,Hoppy Road,3.5,"Liquide noir avec mousse très courte. Nez café, coco fraîche, caramel et chocolat. En bouche, on retrouve le côté choco caramel coco bien marqué avec une touche de vanille et une amertume torréfiée agréable, sympa !!!",yann28,"Maxéville, Grand Est"
29,Harpagan Dramatyczna Offensywa,Browar Harpagan,3.5,"Warka do 7.12.2024 przechowywana w lodówce, pite w dniu oceny wylata z butelki. W aromacie wędzone, lekko cytrusowe, aromat bardzo przyjemny. Barwa złota, opalizujące, sporo brzydkiego osadu. W smaku wytrawne, kwaśność niska, cytrynowa. Na finiszu apteczna goryczka, wysokie wysycenie. Generalnie można wypić ze smakiem ale moim zdaniem to ostatni moment zanim będzie gorzej.",Cybuch,"Poznań, Greater Poland"
29,Weihenstephaner / St. Bernardus Braupakt Blonde Ale,Bayerische Staatsbrauerei Weihenstephan,3.9,"Tap @ Hopstore, Lyon. Slightly unclear golden body under a big, fine white head. Delicate aroma of pale malt, fruity yeast, white sugar, grapes and some phenols. Taste is sweet malt and a bit sugary but still refreshing, fruity yeast, banana, spices, grain and low bitterness. Balanced body with average aftertaste. Taste like a combo of these breweries, put perhaps the Bernadus profile is strongest. Nice one.",Beer5000,"Freising, Bavaria"
29,Ex Fabrica Amaricana,Birrificio Artigianale Ex Fabrica,2.0,"Liquide ambré trouble avec mousse abondante et compacte. Nez herbacé, malté et légèrement agrumes. En bouche, on retrouve le côté malté mais surtout herbacé avec une amertume âcre, à oublier !!!",yann28,"Vigolzone (PC), Emilia-Romagna"
29,Ichnusa (Anima Sarda),Ichnusa (Heineken Italia),2.4,"From bottle in tulip at Settimo. Pours clear deep gold w/cm of white foam, soft aroma of grain & grass. Above avg taste for a macrolager, lightly spicy finish. Remembering Dad on his 96th",ANZUShophunter,"Assemini, Sardinia"
29,Guilty Monkey Barley Aap,Guilty Monkey Brewery,3.5,"Bottle, 10%. Malty aroma. Has little metal to it to begin with. Clear dark reddish brown colour. Small fizzy light brown head. The flavour is fruity and malty with some brown sugar and a little alcohol burn. Light-bodied for the ABV. Tastes good, but I expected more of a beer of this style and strength.",MiP,"Zaltbommel, Gelderland"
29,Upslope Citra Pale Ale,Upslope Brewing Company,3.1,"355ml can. Clear golden color. Citrus, fruity, juicy, tropical in aroma/taste.",Marduk,"Boulder, Colorado"
29,The Pine Ridge The Outrageous Oyster Stout,The Pine Ridge Brewery,3.1,"330ml can. Clear black color. Roast, chocolate, coffee, dry, hoppy, bit burnt in aroma/taste.",Marduk,"Falkenberg , Halland"
29,De School Π I.P.A.,Brouwerij De School,3.8,"Best before 04/24, from the sterk, Amsterdam. Opening this can, during the last saturday, at Epalinges, at night. The body is yellow, troubled, carbonated, white foam. An average ipa, really dry and mineral, malt, oat probably, hazy, bitter, citrus, orange, tropical note, regular bitterness.",caribou43,"Amsterdam, North Holland"
29,Garage Project Screaming Goat,Garage Project,3.6,"440ml can at Kura’s Krafts, Kuala Lumpur. Poured a slightly hazy dark brown colour with a mostly lasting frothy, off-white head. The aroma is caramel and roasted malt. The flavour is moderate sweet, with a smooth, somewhat rich, roasty, biscuit, toffee caramel, earthy, light herbal, liquorice bitter palate. Medium bodied with average to soft carbonation.",jmgreenuk,"Wellington, Wellington"
30,BLZ Chasseral,BLZ Company,3.6,"Buying this beer in the big coop, at Biel. Best before 03/23, opening this bottle during the last saturday, peaceful, at home. The body is yellow, grey and troubled, fairly carbonated, white foam. Not great, not bad, a wheat ale, brewed on the Belgian way, rather dry, smooth, herbal, mineral, light body with an ordinary bitterness, could be more fruity.",caribou43,"Orvin , Bern"
30,Beerbliotek Normality & Sunshine,Beerbliotek,3.1,"Keg. Hazy amber color. Brett, funky, hoppy, fruity, citrus, grapefruit peel in aroma/taste.",Marduk,"Göteborg, Västra Götaland"
30,Cloudwater Saying Less,Cloudwater Brew Co,3.1,"440ml can. Cloudy orange color. Caramel, malty, hoppy, alcohol, herbal in aroma/taste.",Marduk,"Manchester, Greater Manchester"
30,Holgate Mountain Mist Hazy Pale,Holgate Brewhouse,3.7,"Can. Fairly hazy orange with a good cm of white head that lasts well enough. Fresh orange pulp aroma with some pineapple, chewed crackers. Juicy with a little zesty top note. Not very sweet with a finish that's dryish but not very bitter. Good, refreshing. Does what it does through complementarity rather than just bunging in more hops.",hawthorne00,"Woodend, Victoria"
30,Widowmaker / Brockton Soul Maker,Widowmaker Brewing,3.3,"473ml can. Cloudy orange color. Citrus, orange, alcohol, juicy, fruity, oranges in aroma/taste.",Marduk,"Braintree, Massachusetts"
30,Rogue Dead Guy IPA,Rogue Ales,3.1,"355ml bottle. Hazy amber color. Alcohol, citrus, bitter, hoppy in aroma/taste.",Marduk,"Newport, Oregon"
30,Breakside What Rough Beast,Breakside Brewery,3.1,"473ml can. Hazy amber color. Sweet, malty, sugary, caramel, flour, dusty in aroma/taste.",Marduk,"Milwaukie, Oregon"
30,Sterling Pig The Snuffler IPA,Sterling Pig Brewery,3.6,"Draught, taster. @""Brü Craft & Wurst"", Philadelphia (PA). 26/08/2024 [#7.653 Global - #1.505 United States of America - #1 Sterling Pig Brewery (My Brewery #330 from the States)] Pours deep golden to amber with a tiny white head. Aroma: citrus, marmalade and dough. Taste: malt forward leading to a piney palate. Nice bitterness palate. Next one, please!",Taboada,"Media, Pennsylvania"
30,Breakside Fresh Hop 2024 - What Rough Beast HBC 1019,Breakside Brewery,3.1,"473ml can. Hazy amber color. Sweet, malty, sugary, caramel, flour, dusty in aroma/taste.",Marduk,"Milwaukie, Oregon"
30,Widowmaker Widows Peak,Widowmaker Brewing,3.2,"473ml can. Cloudy orange color. Sweet, caramel, oranges, juicy, tropical, fruity in aroma/taste.",Marduk,"Braintree, Massachusetts"
30,Chouffe Sans Alcool / Alcoholvrij / NA Chouffe,Brasserie d'Achouffe (Duvel Moortgat),2.9,"Gekocht op 29-03-2024 bij Biergigant/Verhelst in Dendermonde. En thuis langs mijn smaakpapillen laten vloeien op 21-04-2024. Chouffe alcoholvrij wordt gebrouwen bij Brasserie d’Achouffe uit Wibrin (Achouffe). De geschiedenis van La Chouffe gaat terug tot eind jaren 70. Twee schoonbroers beginnen in hun garage voor minder dan 5000 euro te brouwen en in 1982 komt hun eigen bier op de markt. Het is zo’n succes dat ze een boerderijtje kopen en volop voor het brouwavontuur gaan. Anno 2022 kan je de Chouffe-bieren drinken in meer dan 50 landen over de hele wereld. CHOUFFE ALCOHOLVRIJ is een helder goud-blond bier dat een normale hoeveelheid wit schuim produceert in een moussige vorm. Het blijft sterk aan je glaswand kleven maar zakt naderhand in elkaar tot er nog slechts een dun fijn laagje overblijft. Je ziet geen CO2 belletjes! HET AROMA: Zeer licht zurig, zoetig, beetje banaan, mout, tarwe en een beetje koriander. DE SMAAK: Zeer licht zurig, zoetig, licht bitterig, citrus, mout, tarwe en wat koriander. HET MONDGEVOEL: Medium body met een zeer kleine droge toets en een gladde textuur. Een normale koolzuur prikkeling. DE NASMAAK: Citrus, mout, tarwe, een kleine bitterige toets. De mout en tarwe tinten vloeien wat uit. HET TOTAALGEVOEL: Een harmonieus bier. HET VERDICT: Een verfrissend en moutig bier dat evenwel in je smaak moet vallen. Meer info en mijn befaamde sublieme foto’s kan je vinden bij: http://www.beersfrombelgium.eu/nl/Chouffe_alcoholvrj-b-4676.html",RudiGR,"Achouffe, Luxembourg"
30,Fremont Hustle,Fremont Brewing Company,3.1,"Keg. Clear yellow color. Sweet, caramel, dusty, flour, alcohol, malty in aroma/taste.",Marduk,"Seattle, Washington"
30,Fuerst Wiacek Whirly Brain,Fuerst Wiacek,3.2,"Keg. Cloudy orange color. Sweet, citrus, fruity, caramel in aroma/taste. Drinkable brew.",Marduk,"Berlin, Berlin"
30,Iron Hill Pig Iron Porter,Iron Hill Newark,3.7,"Draught, taster. @""Iron Hill"", Philadelphia (PA). 26/08/2024 [#7.652 Global - #1.504 United States of America - #1 Iron Hill Newark (My Brewery #329 from the States)] I don´t know if this one is brewed in Delaware or PA. But anyways. Pours deep brown with a thin beige head. Aroma: Roasted coffee beans and some Rauch profile. Very roasty and mild creamy palate. Good. Next one, please!",Taboada,"Newark, Delaware"
30,Fuerst Wiacek Intergalactic,Fuerst Wiacek,3.1,"Keg. Cloudy orange color. Citrus, pine needles, fruity, mango, bitter in aroma/taste.",Marduk,"Berlin, Berlin"
31,Fuerst Wiacek All the Single Hops - Centennial,Fuerst Wiacek,3.1,"Keg. Cloudy yellow color. Citrus, bitter, lactose, fruity in aroma/taste. Drinkable brew.",Marduk,"Berlin, Berlin"
31,Iron Hill Philly Phavorite IPA,Iron Hill Exton,3.4,"Draught, taster. @""Iron Hill"", Philadelphia (PA). 26/08/2024 [#7.651 Global - #1.503 United States of America - #2 Iron Hill Exton] Pours hazy yellow with a lacing small white head. Aroma: lemonade and spiced malts. Taste: plenty of citrus and lemonade. Next one, please!",Taboada,"Exton , Pennsylvania"
31,Raduga Fruit Love,Raduga,3.0,"Keg. Cloudy orange color. Citrus, grapefruit peel, bitter, fruity in aroma/taste.",Marduk,"Warszawa, Masovian"
31,Founders Highball Drifter,Founders Brewing Company (Mahou San Miguel),3.8,"355ml bottle. Clear dark copper color. Sweet, toffee, alcohol, caramel, oak, vanilla in aroma/taste.",Marduk,"Grand Rapids, Michigan"
31,Iron Hill AutoPlay,Iron Hill Exton,3.5,"Draught, taster. @""Iron Hill"", Philadelphia (PA). 26/08/2024 [#7.650 Global - #1.502 United States of America - #1 Iron Hill Exton (My brewery #328 from the States)] Pours golden with a small white head. Aroma: cheesy citrusy hips, grapefruit and marmalade. Taste: pine needles, cirusy hops and orange zest. Zesty palate. Next one, please!",Taboada,"Exton , Pennsylvania"
31,Iron Hill Emyn Engrin,Iron Hill North Wales,3.3,"Draught, taster. @""Iron Hill"", Philadelphia (PA). 26/08/2024 [#7.649 Global - #1.501 United States of America - #1 Iron Hill North Wales (My brewery #327 from the States)] Pours pale yellow with a small white head. Aroma: lemon zest, mixed grains and cardamom. Taste: mixed grains, dough and lemon zest. Very lemony palate. Next one, please!",Taboada,"North Wales, Pennsylvania"
31,Little Machine Classy Party,Little Machine Beer,3.8,"Pounder can poured a clear yellow with a small lingering white head. Aromas of bread, yeast and spicy hops. Palate was light bodied and crisp with a dry finish. Flavors of bread and spicy hops with a crisp dry lightly bitter finish.",Ratman197,"Denver, Colorado"
31,Tustin Midnight Oil,Tustin Brewing Company,3.5,"Crowler poured a clear dark reddish brown with a lasting creamy tan head. Aromas of roasted malt, charcoal, pine and earthiness. Palate was light bodied and crisp with a dry finish. Flavors of roasted malt, charcoal, pine and light earthiness with a crisp dry bitter lingering roasty finish.",Ratman197,"Tustin, California"
31,Crave Cave Tvekamp,Crave Cave Brewery,3.3,"On tap at Bryggerifestivalen. A clear dark golden colored beer with a dense beige head. The aroma has a caramel-ish touch, with some fruityness and alcohol. Some pine cones and malt. It's full-bodied and pleasantly carbonated, quite dry, with a nice bitterness. Fruity flavor with some citrus zest. Pine cones and some alcohol. Pale malts and caramel. Medium length finish. A rather dull one, too malty I think. 240802",yngwie,"Averøy, Møre og Romsdal"
31,Basqueland Pink Flamingo,Basqueland Brewing,3.6,"On Tap at Salty Dog, Northwich 23/09/2024 A little sour fruit aroma. Small white head. Light pink coloured, fruity and sour raspberry flavour with a hint of dryness in the finish.",DJMonarch,"Hernani, Basque Country"
31,Firestone Walker 26 (XXVI Twenty-Sixth Anniversary Ale),Firestone Walker Brewing (Duvel Moortgat),4.3,"Bottle poured a clear dark reddish brown with a lasting mocha head. Aromas of toffee, dried fruit, oak, bourbon and light spice. Palate was medium bodied and smooth with a dry finish. Flavors of toffee, spice, light dried fruit, light oak and a hint of bourbon with a smooth dry lingering spiced toffee finish.",Ratman197,"Paso Robles, California"
31,Yeastie Boys Mangoes Into a Bar,Yeastie Boys,3.1,"440ml can from Kura’s Krafts, Kuala Lumpur. Poured a hazy golden orange colour with a lasting frothy white head. The aroma is grainy malt, mangoes. The flavour is light bitter and sweet, with a light, slightly watery, herbal, light mango, light woody hop bitter palate. Medium to light bodied with average carbonation. Not particularly inspiring.",jmgreenuk,"Wellington, Wellington"
31,Northern Monk Classic Football Shirts,Northern Monk Brew Co.,3.6,"Hazy golden beer with a white head. Aroma of stone fruits, peach grapefruit. Taste of stone fruits, peach, grapefruit, tangerine, moderate bitterness.",Beerhunter111,"Leeds, West Yorkshire"
31,Wayfinder Flower In The Kettle,Wayfinder Beer,3.7,"Hazy golden yellow beer with a white head. Aroma of yellow stone fruits, apricot, mango. Taste of yellow stone fruits, apricot, wheat malt, yeast, some citrus, moderate bitterness.",Beerhunter111,"Portland, Oregon"
31,BlackStack Warm Regards,BlackStack Brewing Company,3.4,"Slightly hazy golden yellow beer with a white head. Aroma of grassy and citrusy hops, pale malts. Taste of pale malt, straw, spicy and citrusy hops, some grapefruit. Long bitter finish.",Beerhunter111,"St Paul, Minnesota"
32,Blech.Brut Purple Lines of Thought,Blech.Brut,3.9,"A black beer with a beige lacing. Aroma of dark roasted malt, some bourbon, coffee, vanilla. Taste of strong dark roasted malt, coffee, bourbon, sweet, slightly boozy.",Beerhunter111,"Bamberg, Bavaria"
32,Heimathafen Fresh Hops of BEL-ERfurt,Heimathafen - Erfurter Braumanufaktur,3.2,"Hazy amber beer with a white head. Aroma of mild fruity hops, citrus, caramel, yeast. Taste of mild sweet fruity malt and hops, flowers, citra.",Beerhunter111,"Erfurt, Thuringia"
32,Monkey Brew Buddha,Monkey Brew,3.7,"On tap at Bryggerifestivalen. A brown one, seems to be quite clear, and with a dense beige head. Burnt, roasted malt aroma with some dark dried fruit and hints of licorice. It's full-bodied and lightly warming, smooth and dryish, with a fine bitterness. Malt driven flavor though, roasted and lightly burnt, with hints of licorice and prune. Medium length finish. Really fine this one. 240802",yngwie,"Trondheim, Trøndelag"
32,Roosters Yankee,Roosters Brewing,3.3,"Copenhagen 24/9 2024. 44 cl can from Meny, Borups Allé, Frb. F. White, red and blue can with Roosers pretty cool logo with the black and red rooster. Pours unclear golden yellow with a mid-sized white head. Stable. Settles as paper thin layer of foam stretching to cover the surface of the beer. Moderate lacing. Aroma is moderately intense with a sweet odor of pale malts mingling with a fruity and citric scent. Sweet pale malts and bread. Lemon and citrus. Hints of sour grains. Strong carbonation. Slightly thick, oily, lively and tingling texture. Flavor is medium intense with a medium strong sweetness followed by a slightly more moderate bitterness. Aftertaste is surprisingly bitter. Sweet undertone. Lingers for a while. Finish is dry. Golden Ale - on the hoppy side.",DraftDodger,"Harrogate, North Yorkshire"
32,Molo Hazy Dayz,Molo Brew,3.3,"On tap at Bryggerifestivalen. It pours an unclear yellow-golden body and a small white head. Piney, grapefruity and lightly malty aroma. It's medium bodied and semi-dry on the palate, softly carbonated, with a light bitterness. Pine cones, grapefruit, some peachy hints, generic citrus zest and a touch of bready pale malts in the flavor. Medium length finish. Drinks easily, refreshes too. Nothing particular going on. 240802",yngwie,"Ålesund, Møre og Romsdal"
32,Molo Organ Fiesta,Molo Brew,2.7,"On tap at Bryggerifestivalen. A clear, headless pale golden colored beer. Fruity and lightly malty flavor, dull but at least not off. Rather minimalistic flavor too, mostly on the fruity side, with some bready malts and a hint of something reminiscent of corn. Medium body, quite dry, with a decent carbonation. An easy drinkable one, but rather dull and uninteresting. 240802",yngwie,"Ålesund, Møre og Romsdal"
32,Nomade Storm in a Teacup (Earl Grey E.S.B.,Nomade Brewery,3.3,"Tap @ Hopstore, Lyon. Unclear golden body under a moderate sixed white head. Aroma has malt, herbs and distinct tea. Taste is medium sweet malt with herbs and bitter tea. More bitter than floral tea flavor. Medium body with distinct tea in aftertaste. Drinkable in smaller amounts.",Beer5000,"Lyon, Auvergne-Rhône-Alpes"
32,Petrus Aged Red,De Brabandere,4.2,"0.33 bottle from Petrus beer box from Lidl, Belgrade Pours a very dark red wine color, with a thin head. Fresh aroma of ripe cherries. Taste surprisingly refreshing and juicy with a nice cherry juice and high carbonation, and not too much sugar. The taste is at the beginning sour, cherry, juicy, with a nice sour and hoppy finish. Loving this combination!",Dzony95,"Harelbeke, West Flanders"
32,Little Mesters Stout,Little Mesters Brewing,3.6,"Can from Leah's Yard, Sheffield. Pours black with a thin tan head. Aromas of coffee and chocolate. Taste is more of the same. Standard gear, but all right.",allmyvinyl,"Sheffield, South Yorkshire"
32,Sainte Cru HARAKIRI,Sainte Cru,3.5,"Tap @ Hopstore, Lyon. Slightly unclear golden body under a white head. Aroma has malt and spices. Taste is sweet with pale malt, honey and spices. Medium body, not particular bitter but decent.",Beer5000,"Colmar, Grand Est"
32,Triple Point Dyad El Dorado x Cryopop,Triple Point Brewery,3.6,"Can bought at the brewery. Pours hazy golden orange with a thin white head. Aromas of mango, pineapple and citrus. Taste is more of the same. Light sweet finish.",allmyvinyl,"Sheffield , South Yorkshire"
32,Sainte Cru Death in techincolor,Sainte Cru,3.6,"Tap @ Hopstore, Lyon. Hazy yellow golden body under a foamy white head. Nice fresh aroma of tropical fruits, grapes and melon. Taste is light malty with lots of fruits like aroma, decent bitterness. Refreshing and quite balanced. Medium body with same aftertaste.",Beer5000,"Colmar, Grand Est"
32,Acorn IPA CF-227,Acorn Brewery,3.4,"Cask Handpump at Unicorn, Altrincham 22/09/2024 Fruity hop aroma. Small white head. Golden coloured and hoppy with lots of citrus flavour. A hint of dryness in a very bitter finish.",DJMonarch,"Wombwell, South Yorkshire"
32,Oakham Celeste,Oakham Ales,3.2,Poured golden body white lace top. Citrus scent but grapefruit and blackcurrant don't blend well. Lightly sweet to bitter with grapefruit pith evident. Medium bodied oily texture average carbonation and a bitter finish. Good to see a different Oakham ale but it won't eclipse Citra.,theprof,"Peterborough, Cambridgeshire"
32,Fuggle Bunny Chapter 09 - La La Land,Fuggle Bunny Brew House,2.5,The moral is to read the reviews before ordering . Odd scent - tropical only in the sense of sweat. Medium sour. Tacky palate. Avoid,theprof,"Sheffield, South Yorkshire"
33,Moersleutel Coffee Grinder,Moersleutel,3.5,"Copenhagen 24/9 2024. 33 cl can from Meny, Borups Allé, Frb. F. Can with Moersleutel pretty cool logo with the wrench and a drawing of a cup of coffee on a red background. Pours opaque dark brown with a small light beige head. Bubbly. Disappears after a few seconds. No lacing. Aroma is medium intense with a light sweet odor of dark roasted malts mingling with earthy fumes. Caramel and toasted bread. Espresso coffee. Sharp. Dry vibe. Light carbonation. Medium thick, oily, soft, almost flat texture. Flavor is medium intense with a medium strong sweetness followed and balanced by a medium strong bitterness. Aftertaste is bitter. Lingers for a while. Finish is rather dry. Fine coffee punch.",DraftDodger,"Alkmaar, North Holland"
33,Mariatorgets Geisha,Mariatorgets Mikrobryggeri,3.9,"Blik bij Borefts '24. Volgens mij hetzelfde als Geisha2 (square) aan de beschrijving te zien. Zwarte kleur, beige kraag. Gebrand, boozy, chocolade, rozijnen, hout, whisky, dik, broodkorst, roggebrood, vanille. Dik, volle body. Heftig, wel erg goed.",Borresteijn,"Johanneshov, Stockholm"
33,Grad Petrov Pshenichnoe,Grad Petrov,2.9,"300ml on tap at Grad Petrov in St. Petersburg. Pours hazy yellow with a small white head. Aroma is cloves, yeast, fruit. Taste is light sweet, wheat, clove. Light to medium bitter finish. Okay, but too bitter for the style.",YantarCoast,"St. Petersburg, Saint Petersburg"
33,Mariatorgets Blend #9,Mariatorgets Mikrobryggeri,3.8,"Op tap bij Borefts '24. Zwarte kleur, beige kraag. Dik, zoet, bourbon, vanille, maple syrup, kokos, licht zilt van de vrijwel ondetecteerbare Brett. Volle body, dik. Smaakvol spul maken deze lui.",Borresteijn,"Johanneshov, Stockholm"
33,FrauGruber Retro Futurism,FrauGruber Brewing,3.7,"Hazy bright golden yellow beer with a white head. Aroma of sweet juicy hops, stone fruits, mango. Taste of sweet yellow stone fruits, apricot, mango, some pineapple, mild bitterness.",Beerhunter111,"Gundelfingen , Bavaria"
33,FrauGruber Duster Buster,FrauGruber Brewing,3.8,"Hazy golden beer with a white head. Aroma of sweet strong wheat malt, stone fruits, apricot. Taste of sweet malts, wheat, yellow stone fruits, mango, moderate bitterness.",Beerhunter111,"Gundelfingen , Bavaria"
33,Mariatorgets Blend #8,Mariatorgets Mikrobryggeri,4.0,"Op tap bij Borefts '24. Zwarte kleur, beige kraag. Chocolade, gebrand, zoet, tonka, vanille, kokos, alcohol, iets klef, stroop, rozijnen. Dik, vol, OTT maar erg lekker.",Borresteijn,"Johanneshov, Stockholm"
33,Mariatorgets Alto Alegre,Mariatorgets Mikrobryggeri,3.8,"Op tap bij Borefts '24. Zwarte kleur, beige kraag. Gebrande mout, chocolade, marshmallow, vrij zoet, manna snoep, vanille, hint van koffie, licht fruitig, eikenhout. Volle body.",Borresteijn,"Johanneshov, Stockholm"
33,Schleicher Itzgrunder Landbier,Brauerei Schleicher Oskar Döllinger,4.5,"Das Itzgrunder Landbier habe ich bei Landbierparadies24 in der Euro Flasche gekauft. Es kommt kupferfarben und klar ins Glas mit fingerdicker, gemischt poriger Krone, die nicht standfest ist. Der Geruch nach Nüssen, Brot und Honig ist angenehm. Beim Antrunk sehr rezent mit deutlichem Honig und getreidigen Aromen, sowie Brotrinde. Beim Abgang kräuterige Bitterkeit, die sich im Hintergrund hält. Ein uriges Bier, das den Namen ""Landbier"" sehr gut darstellt.",tontalus,"Itzgrund, Bavaria"
33,Lost Abbey Unseen Things,Port Brewing Company / The Lost Abbey,3.7,"Op tap bij Borefts '24. Lichtoranje kleur, witte kraag. Moutig, caramel, grapefruit, fruitig, hars, bitter, redelijk droog, vrij klassieke oldskool IPA. Lekker. Lichte body, glad.",Borresteijn,"San Marcos, California"
33,Lost Abbey Noble Tendencies,Port Brewing Company / The Lost Abbey,3.5,"Op tap bij Borefts '24. Goudgele kleur, witte kraag. Zacht, grassig, moutig, citroenschil, stro, hint van honing, lichtbittere finish. Lichte body. Prima.",Borresteijn,"San Marcos, California"
33,Fuerst Wiacek Citra Krush,Fuerst Wiacek,3.5,"Op tap bij Borefts '24. Mistig diepgouden kleur, witte kraag. Citra, netels, ui, fruitig, redelijk zacht, mango, redelijk bitter. Medium body.",Borresteijn,"Berlin, Berlin"
33,Het Boerenerf Cuvée Heritage Gueuze,Het Boerenerf Eylenbosch,4.4,"Telfords Bottleshare #2 040924. Golden-orange color with a white head. Aroma is sourness, yeast, farmhouse. Flavor is sourness, yeast, farmhouse, yeast, apple, funk, hay, grapefruit, citrus, berries, lemon. Very nice beer.",gunnfryd,"Huizingen, Flemish Brabant"
33,Fuerst Wiacek / Barrier Midnight Snack,Fuerst Wiacek,3.7,"Op tap bij Borefts '24. Troebelgele kleur, witte kraag. Hoppig, fruitig, netels, grassig, groene mango, citrus, perzik, licht bittertje. Medium body, glad. Lekker.",Borresteijn,"Berlin, Berlin"
33,Fuerst Wiacek Early Retirement,Fuerst Wiacek,3.4,"Op tap bij Borefts '24. Troebel gouden kleur, witte kraag. Groen, onrijp fruit, meloen, weeïg, druiven. Lichte body. Niet mijn smaken maar degelijk spul.",Borresteijn,"Berlin, Berlin"
34,Fuerst Wiacek / Lervig Nimble (2024),Fuerst Wiacek,3.1,"Op tap bij Borefts '24. Valt een beetje weg tussen al het RIS-geweld. Hele lichte ISA, licht moutig, hoppig, granig. Zal het gerust goed doen op een terrasje maar nu zeer anoniem. Lichte body, waterig.",Borresteijn,"Berlin, Berlin"
34,Kom Beer Haka,Kom Beer,3.7,"44cl Can @ El Fermentador, Granada, Spain. Hazy golden colour with a thin white head. Aroma is hops, citrus, tropical fruits. Taste is hops, citrus, grapefruit, mango, hints of white grapes. Medium body, average carbonation.",melush,"Manlleu, Catalonia"
34,Amundsen Underneath The Surface,Amundsen Bryggeri,3.7,"Vågsbygd 170824. Golden-yellow color with a white head. Aroma is pine, grapefruit, citrus, tropical fruit. Flavor is pine , grapefruit, citrus, oxidation, tropical fruit, tangerine. Easy drinkable beer.",gunnfryd,"Oslo, Oslo"
34,Basqueland Waffle Supreme,Basqueland Brewing,3.8,"Tap @ Slainte, Salamanca, Spain. Black colour with a thin tan head. Aroma is roasted malt, cocoa, hints of vanilla. Taste is roasted malt, dark chocolate, sweet, vanilla, hints of licorice. Full body, soft carbonation.",melush,"Hernani, Basque Country"
34,Caleya Field of Dreams,Cerveza Caleya,3.6,"Tap @ Slainte, Salamanca, Spain. Hazy golden colour with a thin white head. Aroma is hops, citrus, tropical fruits, slightly herbal. Taste is hops, citrus, grapefruit, peach, mango, herbs. Medium body, average carbonation.",melush,"Langreo, Asturias"
34,La Virgen Märzen,Cervezas La Virgen (AB Inbev),2.7,"Tap @ Slainte, Salamanca, Spain. Amber colour with a thin white head. Aroma is malt, straw. Taste is malt, sweet, grain, slightly yeasty. Medium body, average carbonation",melush,"Las Rozas, Community of Madrid"
34,Caleya Poison,Cerveza Caleya,3.7,"Tap @ Slainte, Salamanca, Spain. Hazy golden colour with a thin white head. Aroma is hops, citrus, tropical fruits. Taste is hops, citrus, grapefruit, mango. Medium body, average carbonation.",melush,"Langreo, Asturias"
34,Troll-Brew Imperial Stout,Privatbrauerei Eichbaum Mannheim,2.9,"33cl Can @ El Corte Ingles, Salamanca, Spain. Dark brown colour with a thin tan head. Aroma is roasted malt, cocoa. Taste is roasted malt, dark chocolate, sweet, hints of licorice. Medium body, average carbonation.",melush,"Mannheim, Baden-Württemberg"
34,Meduz Blanche,Meduz Brewery,2.7,"33cl Bottle @ El Corte Ingles, Salamanca, Spain. Golden colour with a thin white head. Aroma is yeast, citrus. Taste is yeast, citrus, slightly herbal and spicy. Medium body, average carbonation.",melush,"Uzès, Occitanie"
34,Falke Tostada,"Heineken España, S.A. & DHL (Heineken)",1.6,"33cl Can @ Mercadona Supermarket, Bejar, Spain. Amber colour with a thin white head. Aroma is malt, straw. Taste is malt, sweet, grain, cardboard, watery. Medium to light body, average carbonation.",melush,"Sevilla, Andalusia"
34,Falke Sin,"Heineken España, S.A. & DHL (Heineken)",2.1,"33cl Can @ Mercadona Supermarket, Bejar, Spain. Golden colour with a thin white head. Aroma is grain. Taste is grain, slightly watery. Medium to light body, average carbonation.",melush,"Sevilla, Andalusia"
